C,R,W,ConversionGain,NoiseFigure,VoltageSwing
3.6e-13,530,2.2e-05,-40.84,7.297,0.001508
3.6e-13,530,2.3e-05,-44.33,7.391,0.001492
3.6e-13,530,2.4e-05,-46.58,7.493,0.001474
3.6e-13,530,2.5e-05,-42.47,7.603,0.001454
3.6e-13,530,2.6e-05,-38.32,7.722,0.001441
3.6e-13,530,2.7e-05,-35.78,7.85,0.001417
3.6e-13,530,2.8e-05,-33.72,7.987,0.001397
3.6e-13,530,2.9e-05,-32.36,8.137,0.001375
3.6e-13,530,3e-05,-31.25,8.302,0.001348
3.6e-13,540,2e-05,-35.04,7.113,0.00154
3.6e-13,540,1e-05,-6.82,6.83,0.001581
3.6e-13,540,1.1e-05,-9.607,6.791,0.001592
3.6e-13,540,1.2e-05,-17.24,6.774,0.001599
3.6e-13,540,1.3e-05,-15.64,6.776,0.0016
3.6e-13,540,1.4e-05,-21.38,6.794,0.001598
3.6e-13,540,1.5e-05,-27.76,6.824,0.001595
3.6e-13,540,1.6e-05,-28.15,6.864,0.001584
3.6e-13,540,1.7e-05,-29.57,6.914,0.001577
3.6e-13,540,1.8e-05,-30.65,6.973,0.001565
3.6e-13,540,1.9e-05,-32.51,7.039,0.001554
3.6e-13,540,2.1e-05,-36.9,7.194,0.001526
3.6e-13,540,2.2e-05,-40.87,7.281,0.001506
3.6e-13,540,2.3e-05,-44.33,7.376,0.001489
3.6e-13,540,2.4e-05,-46.55,7.478,0.001476
3.6e-13,540,2.5e-05,-42.38,7.588,0.001457
3.6e-13,540,2.6e-05,-38.27,7.706,0.001438
3.6e-13,540,2.7e-05,-35.75,7.834,0.00142
3.6e-13,540,2.8e-05,-33.7,7.971,0.001402
3.6e-13,540,2.9e-05,-32.34,8.122,0.001379
3.6e-13,540,3e-05,-31.23,8.287,0.001351
3.6e-13,550,2e-05,-35.06,7.098,0.001543
3.6e-13,550,1e-05,-6.826,6.812,0.001585
3.6e-13,550,1.1e-05,-9.607,6.773,0.001596
3.6e-13,550,1.2e-05,-17.24,6.757,0.001602
3.6e-13,550,1.3e-05,-15.64,6.76,0.001602
3.6e-13,550,1.4e-05,-21.39,6.777,0.001601
3.6e-13,550,1.5e-05,-27.77,6.807,0.001596
3.6e-13,550,1.6e-05,-28.16,6.848,0.001591
3.6e-13,550,1.7e-05,-29.59,6.899,0.001581
3.6e-13,550,1.8e-05,-30.67,6.957,0.001569
3.6e-13,550,1.9e-05,-32.53,7.024,0.001559
3.6e-13,550,2.1e-05,-36.93,7.179,0.001529
3.6e-13,550,2.2e-05,-40.9,7.266,0.001511
3.6e-13,550,2.3e-05,-44.33,7.361,0.001495
3.6e-13,550,2.4e-05,-46.46,7.463,0.001481
3.6e-13,550,2.5e-05,-42.29,7.573,0.001469
3.6e-13,550,2.6e-05,-38.22,7.692,0.001443
3.6e-13,550,2.7e-05,-35.71,7.82,0.001423
3.6e-13,550,2.8e-05,-33.67,7.957,0.001403
3.6e-13,550,2.9e-05,-32.32,8.107,0.001378
3.6e-13,550,3e-05,-31.21,8.272,0.001355
3.6e-13,560,2e-05,-35.09,7.083,0.001545
3.6e-13,560,1e-05,-6.831,6.795,0.001589
3.6e-13,560,1.1e-05,-9.606,6.756,0.001598
3.6e-13,560,1.2e-05,-17.24,6.741,0.001606
3.6e-13,560,1.3e-05,-15.64,6.743,0.001607
3.6e-13,560,1.4e-05,-21.39,6.761,0.0016
3.6e-13,560,1.5e-05,-27.78,6.792,0.0016
3.6e-13,560,1.6e-05,-28.17,6.833,0.001588
3.6e-13,560,1.7e-05,-29.6,6.883,0.001578
3.6e-13,560,1.8e-05,-30.69,6.942,0.00157
3.6e-13,560,1.9e-05,-32.55,7.009,0.001555
3.6e-13,560,2.1e-05,-36.95,7.164,0.001531
3.6e-13,560,2.2e-05,-40.93,7.252,0.001515
3.6e-13,560,2.3e-05,-44.32,7.347,0.001492
3.6e-13,560,2.4e-05,-46.38,7.449,0.001484
3.6e-13,560,2.5e-05,-42.21,7.559,0.001462
3.6e-13,560,2.6e-05,-38.17,7.677,0.001441
3.6e-13,560,2.7e-05,-35.68,7.806,0.001427
3.6e-13,560,2.8e-05,-33.64,7.942,0.001407
3.6e-13,560,2.9e-05,-32.3,8.093,0.00138
3.6e-13,560,3e-05,-31.19,8.257,0.001356
3.6e-13,570,2e-05,-35.11,7.069,0.001548
3.6e-13,570,1e-05,-6.836,6.777,0.00159
3.6e-13,570,1.1e-05,-9.605,6.739,0.0016
3.6e-13,570,1.2e-05,-17.24,6.724,0.001606
3.6e-13,570,1.3e-05,-15.64,6.728,0.001607
3.6e-13,570,1.4e-05,-21.4,6.746,0.001603
3.6e-13,570,1.5e-05,-27.79,6.777,0.001602
3.6e-13,570,1.6e-05,-28.18,6.818,0.001592
3.6e-13,570,1.7e-05,-29.61,6.869,0.001584
3.6e-13,570,1.8e-05,-30.7,6.928,0.001575
3.6e-13,570,1.9e-05,-32.57,6.995,0.001559
3.6e-13,570,2.1e-05,-36.98,7.15,0.001531
3.6e-13,570,2.2e-05,-40.96,7.238,0.00152
3.6e-13,570,2.3e-05,-44.32,7.333,0.001499
3.6e-13,570,2.4e-05,-46.29,7.435,0.001484
3.6e-13,570,2.5e-05,-42.12,7.545,0.001463
3.6e-13,570,2.6e-05,-38.12,7.664,0.001444
3.6e-13,570,2.7e-05,-35.65,7.792,0.001423
3.6e-13,570,2.8e-05,-33.62,7.929,0.001403
3.6e-13,570,2.9e-05,-32.28,8.079,0.001385
3.6e-13,570,3e-05,-31.18,8.244,0.001359
3.6e-13,580,2e-05,-35.13,7.055,0.001548
3.6e-13,580,1e-05,-6.84,6.761,0.001594
3.6e-13,580,1.1e-05,-9.604,6.723,0.001605
3.6e-13,580,1.2e-05,-17.24,6.709,0.001609
3.6e-13,580,1.3e-05,-15.64,6.712,0.001612
3.6e-13,580,1.4e-05,-21.41,6.731,0.001605
3.6e-13,580,1.5e-05,-27.8,6.762,0.001603
3.6e-13,580,1.6e-05,-28.19,6.804,0.001598
3.6e-13,580,1.7e-05,-29.62,6.855,0.001585
3.6e-13,580,1.8e-05,-30.71,6.914,0.001573
3.6e-13,580,1.9e-05,-32.59,6.981,0.00156
3.6e-13,580,2.1e-05,-37.01,7.136,0.001532
3.6e-13,580,2.2e-05,-40.99,7.224,0.00152
3.6e-13,580,2.3e-05,-44.31,7.319,0.001502
3.6e-13,580,2.4e-05,-46.22,7.421,0.001488
3.6e-13,580,2.5e-05,-42.04,7.532,0.001468
3.6e-13,580,2.6e-05,-38.07,7.65,0.001444
3.6e-13,580,2.7e-05,-35.62,7.778,0.001424
3.6e-13,580,2.8e-05,-33.59,7.915,0.001408
3.6e-13,580,2.9e-05,-32.26,8.065,0.001386
3.6e-13,580,3e-05,-31.16,8.23,0.001362
3.6e-13,590,2e-05,-35.16,7.042,0.001549
3.6e-13,590,1e-05,-6.845,6.745,0.001592
3.6e-13,590,1.1e-05,-9.603,6.708,0.001606
3.6e-13,590,1.2e-05,-17.24,6.694,0.001611
3.6e-13,590,1.3e-05,-15.64,6.698,0.001613
3.6e-13,590,1.4e-05,-21.41,6.716,0.00161
3.6e-13,590,1.5e-05,-27.81,6.748,0.001605
3.6e-13,590,1.6e-05,-28.2,6.79,0.001599
3.6e-13,590,1.7e-05,-29.63,6.841,0.001591
3.6e-13,590,1.8e-05,-30.73,6.9,0.001576
3.6e-13,590,1.9e-05,-32.6,6.967,0.001562
3.6e-13,590,2.1e-05,-37.03,7.123,0.001536
3.6e-13,590,2.2e-05,-41.01,7.211,0.001523
3.6e-13,590,2.3e-05,-44.3,7.306,0.001501
3.6e-13,590,2.4e-05,-46.14,7.408,0.001486
3.6e-13,590,2.5e-05,-41.96,7.519,0.00147
3.6e-13,590,2.6e-05,-38.02,7.637,0.001447
3.6e-13,590,2.7e-05,-35.59,7.765,0.001432
3.6e-13,590,2.8e-05,-33.57,7.902,0.001412
3.6e-13,590,2.9e-05,-32.24,8.052,0.001389
3.6e-13,590,3e-05,-31.14,8.217,0.001361
3.6e-13,600,2e-05,-35.18,7.029,0.001555
3.6e-13,600,1e-05,-6.851,6.729,0.001597
3.6e-13,600,1.1e-05,-9.603,6.693,0.001608
3.6e-13,600,1.2e-05,-17.24,6.679,0.001614
3.6e-13,600,1.3e-05,-15.64,6.683,0.001616
3.6e-13,600,1.4e-05,-21.42,6.702,0.001611
3.6e-13,600,1.5e-05,-27.82,6.734,0.001606
3.6e-13,600,1.6e-05,-28.21,6.776,0.001598
3.6e-13,600,1.7e-05,-29.65,6.827,0.00159
3.6e-13,600,1.8e-05,-30.74,6.887,0.001577
3.6e-13,600,1.9e-05,-32.62,6.954,0.001569
3.6e-13,600,2.1e-05,-37.05,7.11,0.001538
3.6e-13,600,2.2e-05,-41.04,7.199,0.00152
3.6e-13,600,2.3e-05,-44.3,7.294,0.001507
3.6e-13,600,2.4e-05,-46.06,7.396,0.001488
3.6e-13,600,2.5e-05,-41.89,7.506,0.001471
3.6e-13,600,2.6e-05,-37.98,7.625,0.00145
3.6e-13,600,2.7e-05,-35.56,7.753,0.001429
3.6e-13,600,2.8e-05,-33.55,7.89,0.001412
3.6e-13,600,2.9e-05,-32.22,8.04,0.001389
3.6e-13,600,3e-05,-31.13,8.204,0.001361
3.7e-13,100,2e-05,-31.27,9.759,0.001137
3.7e-13,100,1e-05,-5.168,9.864,0.001137
3.7e-13,100,1.1e-05,-13.5,9.758,0.001148
3.7e-13,100,1.2e-05,-17.38,9.685,0.001155
3.7e-13,100,1.3e-05,-15.79,9.637,0.001161
3.7e-13,100,1.4e-05,-20.68,9.611,0.001164
3.7e-13,100,1.5e-05,-26.37,9.602,0.001163
3.7e-13,100,1.6e-05,-26.6,9.609,0.001161
3.7e-13,100,1.7e-05,-27.66,9.629,0.001158
3.7e-13,100,1.8e-05,-28.34,9.662,0.001151
3.7e-13,100,1.9e-05,-29.65,9.705,0.001143
3.7e-13,100,2.1e-05,-32.29,9.823,0.001128
3.7e-13,100,2.2e-05,-34.65,9.897,0.001119
3.7e-13,100,2.3e-05,-37.01,9.981,0.001104
3.7e-13,100,2.4e-05,-41.49,10.08,0.001096
3.7e-13,100,2.5e-05,-45.72,10.18,0.001087
3.7e-13,100,2.6e-05,-53.06,10.3,0.001068
3.7e-13,100,2.7e-05,-45.0,10.42,0.001055
3.7e-13,100,2.8e-05,-39.54,10.57,0.001042
3.7e-13,100,2.9e-05,-36.81,10.72,0.001025
3.7e-13,100,3e-05,-34.68,10.9,0.001008
3.7e-13,110,2e-05,-31.56,9.532,0.001169
3.7e-13,110,1e-05,-5.296,9.613,0.001172
3.7e-13,110,1.1e-05,-13.55,9.512,0.001183
3.7e-13,110,1.2e-05,-17.39,9.442,0.001192
3.7e-13,110,1.3e-05,-15.79,9.397,0.001197
3.7e-13,110,1.4e-05,-20.73,9.373,0.001198
3.7e-13,110,1.5e-05,-26.49,9.367,0.001198
3.7e-13,110,1.6e-05,-26.74,9.376,0.001195
3.7e-13,110,1.7e-05,-27.82,9.398,0.001189
3.7e-13,110,1.8e-05,-28.53,9.432,0.001186
3.7e-13,110,1.9e-05,-29.89,9.477,0.001179
3.7e-13,110,2.1e-05,-32.62,9.597,0.001159
3.7e-13,110,2.2e-05,-35.11,9.672,0.001149
3.7e-13,110,2.3e-05,-37.61,9.757,0.001137
3.7e-13,110,2.4e-05,-42.56,9.851,0.001127
3.7e-13,110,2.5e-05,-47.61,9.956,0.001115
3.7e-13,110,2.6e-05,-53.04,10.07,0.001099
3.7e-13,110,2.7e-05,-44.04,10.2,0.001086
3.7e-13,110,2.8e-05,-38.95,10.34,0.001074
3.7e-13,110,2.9e-05,-36.71,10.5,0.001054
3.7e-13,110,3e-05,-34.31,10.67,0.001036
3.7e-13,120,2e-05,-31.81,9.333,0.0012
3.7e-13,120,1e-05,-5.403,9.392,0.001202
3.7e-13,120,1.1e-05,-13.6,9.295,0.001215
3.7e-13,120,1.2e-05,-17.4,9.228,0.001224
3.7e-13,120,1.3e-05,-15.8,9.186,0.001228
3.7e-13,120,1.4e-05,-20.78,9.165,0.001231
3.7e-13,120,1.5e-05,-26.61,9.16,0.001229
3.7e-13,120,1.6e-05,-26.86,9.171,0.001225
3.7e-13,120,1.7e-05,-27.97,9.195,0.001224
3.7e-13,120,1.8e-05,-28.71,9.231,0.001214
3.7e-13,120,1.9e-05,-30.1,9.277,0.001208
3.7e-13,120,2.1e-05,-32.93,9.4,0.001189
3.7e-13,120,2.2e-05,-35.53,9.475,0.001178
3.7e-13,120,2.3e-05,-38.17,9.56,0.001164
3.7e-13,120,2.4e-05,-43.62,9.655,0.001156
3.7e-13,120,2.5e-05,-49.72,9.761,0.001143
3.7e-13,120,2.6e-05,-51.79,9.877,0.001128
3.7e-13,120,2.7e-05,-43.2,10.01,0.001113
3.7e-13,120,2.8e-05,-38.43,10.15,0.001099
3.7e-13,120,2.9e-05,-36.32,10.3,0.001079
3.7e-13,120,3e-05,-34.01,10.47,0.001061
3.7e-13,130,2e-05,-31.99,9.158,0.001221
3.7e-13,130,1e-05,-5.492,9.197,0.001231
3.7e-13,130,1.1e-05,-13.72,9.102,0.001242
3.7e-13,130,1.2e-05,-17.41,9.038,0.001251
3.7e-13,130,1.3e-05,-15.8,8.999,0.001256
3.7e-13,130,1.4e-05,-20.82,8.98,0.001255
3.7e-13,130,1.5e-05,-26.71,8.978,0.001256
3.7e-13,130,1.6e-05,-26.97,8.991,0.001253
3.7e-13,130,1.7e-05,-28.1,9.016,0.001249
3.7e-13,130,1.8e-05,-28.86,9.053,0.00124
3.7e-13,130,1.9e-05,-30.28,9.1,0.001233
3.7e-13,130,2.1e-05,-33.21,9.225,0.001214
3.7e-13,130,2.2e-05,-35.92,9.301,0.001202
3.7e-13,130,2.3e-05,-38.7,9.387,0.001186
3.7e-13,130,2.4e-05,-44.66,9.483,0.001182
3.7e-13,130,2.5e-05,-52.17,9.588,0.00117
3.7e-13,130,2.6e-05,-50.26,9.704,0.001153
3.7e-13,130,2.7e-05,-42.48,9.833,0.001137
3.7e-13,130,2.8e-05,-37.99,9.974,0.001122
3.7e-13,130,2.9e-05,-36.01,10.13,0.001103
3.7e-13,130,3e-05,-33.75,10.3,0.001082
3.7e-13,140,2e-05,-32.3,9.001,0.001247
3.7e-13,140,1e-05,-5.568,9.021,0.001257
3.7e-13,140,1.1e-05,-13.78,8.93,0.001269
3.7e-13,140,1.2e-05,-17.41,8.869,0.001279
3.7e-13,140,1.3e-05,-15.81,8.832,0.00128
3.7e-13,140,1.4e-05,-20.86,8.815,0.001281
3.7e-13,140,1.5e-05,-26.8,8.815,0.00128
3.7e-13,140,1.6e-05,-27.07,8.829,0.001277
3.7e-13,140,1.7e-05,-28.22,8.856,0.001272
3.7e-13,140,1.8e-05,-29.01,8.895,0.001267
3.7e-13,140,1.9e-05,-30.46,8.943,0.001257
3.7e-13,140,2.1e-05,-33.47,9.07,0.001236
3.7e-13,140,2.2e-05,-36.28,9.147,0.001224
3.7e-13,140,2.3e-05,-39.12,9.233,0.001211
3.7e-13,140,2.4e-05,-45.7,9.329,0.001201
3.7e-13,140,2.5e-05,-55.15,9.434,0.001189
3.7e-13,140,2.6e-05,-48.86,9.551,0.001171
3.7e-13,140,2.7e-05,-41.85,9.679,0.001156
3.7e-13,140,2.8e-05,-37.6,9.821,0.00114
3.7e-13,140,2.9e-05,-35.73,9.973,0.001123
3.7e-13,140,3e-05,-33.53,10.15,0.001105
3.7e-13,150,2e-05,-32.51,8.861,0.001268
3.7e-13,150,1e-05,-5.634,8.864,0.00128
3.7e-13,150,1.1e-05,-13.85,8.775,0.001292
3.7e-13,150,1.2e-05,-17.42,8.717,0.001302
3.7e-13,150,1.3e-05,-15.81,8.682,0.001303
3.7e-13,150,1.4e-05,-20.9,8.667,0.001305
3.7e-13,150,1.5e-05,-26.88,8.669,0.001302
3.7e-13,150,1.6e-05,-27.16,8.685,0.001299
3.7e-13,150,1.7e-05,-28.33,8.713,0.001294
3.7e-13,150,1.8e-05,-29.14,8.752,0.001287
3.7e-13,150,1.9e-05,-30.62,8.802,0.001278
3.7e-13,150,2.1e-05,-33.7,8.93,0.001259
3.7e-13,150,2.2e-05,-36.62,9.008,0.001247
3.7e-13,150,2.3e-05,-39.68,9.094,0.001231
3.7e-13,150,2.4e-05,-46.73,9.191,0.00122
3.7e-13,150,2.5e-05,-59.09,9.297,0.001204
3.7e-13,150,2.6e-05,-47.67,9.413,0.001191
3.7e-13,150,2.7e-05,-41.31,9.541,0.001176
3.7e-13,150,2.8e-05,-37.26,9.683,0.001161
3.7e-13,150,2.9e-05,-35.49,9.835,0.00114
3.7e-13,150,3e-05,-33.33,10.01,0.001122
3.7e-13,160,2e-05,-32.7,8.735,0.001288
3.7e-13,160,1e-05,-5.691,8.721,0.0013
3.7e-13,160,1.1e-05,-13.91,8.635,0.001313
3.7e-13,160,1.2e-05,-17.42,8.579,0.001321
3.7e-13,160,1.3e-05,-15.81,8.546,0.001324
3.7e-13,160,1.4e-05,-20.94,8.533,0.001325
3.7e-13,160,1.5e-05,-26.96,8.537,0.001324
3.7e-13,160,1.6e-05,-27.24,8.554,0.00132
3.7e-13,160,1.7e-05,-28.43,8.583,0.001311
3.7e-13,160,1.8e-05,-29.26,8.624,0.001306
3.7e-13,160,1.9e-05,-30.76,8.675,0.001296
3.7e-13,160,2.1e-05,-33.92,8.804,0.001277
3.7e-13,160,2.2e-05,-36.93,8.883,0.001261
3.7e-13,160,2.3e-05,-40.12,8.97,0.001253
3.7e-13,160,2.4e-05,-47.74,9.066,0.001242
3.7e-13,160,2.5e-05,-64.85,9.172,0.001225
3.7e-13,160,2.6e-05,-46.66,9.289,0.001208
3.7e-13,160,2.7e-05,-40.84,9.417,0.001192
3.7e-13,160,2.8e-05,-37.17,9.556,0.001173
3.7e-13,160,2.9e-05,-35.28,9.711,0.001157
3.7e-13,160,3e-05,-33.15,9.882,0.001136
3.7e-13,170,2e-05,-32.87,8.62,0.001304
3.7e-13,170,1e-05,-5.742,8.591,0.001318
3.7e-13,170,1.1e-05,-13.96,8.508,0.001331
3.7e-13,170,1.2e-05,-17.42,8.454,0.001341
3.7e-13,170,1.3e-05,-15.82,8.423,0.001342
3.7e-13,170,1.4e-05,-20.98,8.412,0.001342
3.7e-13,170,1.5e-05,-27.03,8.417,0.001342
3.7e-13,170,1.6e-05,-27.32,8.435,0.001338
3.7e-13,170,1.7e-05,-28.52,8.466,0.001329
3.7e-13,170,1.8e-05,-29.36,8.508,0.001324
3.7e-13,170,1.9e-05,-30.9,8.559,0.001315
3.7e-13,170,2.1e-05,-34.12,8.69,0.001291
3.7e-13,170,2.2e-05,-37.22,8.769,0.001279
3.7e-13,170,2.3e-05,-40.52,8.856,0.001266
3.7e-13,170,2.4e-05,-48.7,8.954,0.001256
3.7e-13,170,2.5e-05,-69.1,9.06,0.001243
3.7e-13,170,2.6e-05,-45.81,9.177,0.001218
3.7e-13,170,2.7e-05,-40.42,9.305,0.001206
3.7e-13,170,2.8e-05,-36.89,9.444,0.001194
3.7e-13,170,2.9e-05,-35.08,9.598,0.001171
3.7e-13,170,3e-05,-32.99,9.769,0.001152
3.7e-13,180,2e-05,-33.03,8.515,0.001321
3.7e-13,180,1e-05,-5.785,8.472,0.001337
3.7e-13,180,1.1e-05,-14.01,8.391,0.00135
3.7e-13,180,1.2e-05,-17.43,8.339,0.001354
3.7e-13,180,1.3e-05,-15.82,8.31,0.001359
3.7e-13,180,1.4e-05,-21.01,8.301,0.001358
3.7e-13,180,1.5e-05,-27.09,8.307,0.001357
3.7e-13,180,1.6e-05,-27.39,8.327,0.001354
3.7e-13,180,1.7e-05,-28.61,8.359,0.001348
3.7e-13,180,1.8e-05,-29.47,8.401,0.001341
3.7e-13,180,1.9e-05,-31.02,8.454,0.001329
3.7e-13,180,2.1e-05,-34.31,8.586,0.001308
3.7e-13,180,2.2e-05,-37.49,8.665,0.001297
3.7e-13,180,2.3e-05,-40.85,8.753,0.001284
3.7e-13,180,2.4e-05,-49.61,8.851,0.001273
3.7e-13,180,2.5e-05,-63.39,8.957,0.001256
3.7e-13,180,2.6e-05,-45.09,9.074,0.001241
3.7e-13,180,2.7e-05,-40.05,9.202,0.001219
3.7e-13,180,2.8e-05,-36.65,9.341,0.001208
3.7e-13,180,2.9e-05,-34.88,9.495,0.001186
3.7e-13,180,3e-05,-32.85,9.666,0.001166
3.7e-13,190,2e-05,-33.18,8.419,0.001336
3.7e-13,190,1e-05,-5.821,8.362,0.001354
3.7e-13,190,1.1e-05,-14.06,8.284,0.001365
3.7e-13,190,1.2e-05,-17.43,8.234,0.001371
3.7e-13,190,1.3e-05,-15.82,8.207,0.001377
3.7e-13,190,1.4e-05,-21.05,8.199,0.001377
3.7e-13,190,1.5e-05,-27.15,8.206,0.001374
3.7e-13,190,1.6e-05,-27.45,8.228,0.001371
3.7e-13,190,1.7e-05,-28.68,8.26,0.00136
3.7e-13,190,1.8e-05,-29.56,8.304,0.001354
3.7e-13,190,1.9e-05,-31.14,8.357,0.001347
3.7e-13,190,2.1e-05,-34.48,8.491,0.001323
3.7e-13,190,2.2e-05,-37.74,8.571,0.00131
3.7e-13,190,2.3e-05,-41.2,8.659,0.001296
3.7e-13,190,2.4e-05,-5.8,8.757,0.001286
3.7e-13,190,2.5e-05,-59.2,8.863,0.001268
3.7e-13,190,2.6e-05,-44.46,8.98,0.001251
3.7e-13,190,2.7e-05,-39.72,9.109,0.001238
3.7e-13,190,2.8e-05,-36.42,9.247,0.001218
3.7e-13,190,2.9e-05,-34.71,9.401,0.0012
3.7e-13,190,3e-05,-33.14,9.571,0.001176
3.7e-13,200,2e-05,-33.32,8.331,0.001348
3.7e-13,200,1e-05,-5.853,8.262,0.001367
3.7e-13,200,1.1e-05,-14.11,8.185,0.001379
3.7e-13,200,1.2e-05,-17.43,8.137,0.001389
3.7e-13,200,1.3e-05,-15.82,8.112,0.00139
3.7e-13,200,1.4e-05,-21.08,8.105,0.001391
3.7e-13,200,1.5e-05,-27.21,8.114,0.00139
3.7e-13,200,1.6e-05,-27.51,8.136,0.001382
3.7e-13,200,1.7e-05,-28.76,8.17,0.001379
3.7e-13,200,1.8e-05,-29.65,8.215,0.00137
3.7e-13,200,1.9e-05,-31.24,8.268,0.001361
3.7e-13,200,2.1e-05,-34.64,8.403,0.001337
3.7e-13,200,2.2e-05,-37.98,8.484,0.001324
3.7e-13,200,2.3e-05,-41.52,8.572,0.001308
3.7e-13,200,2.4e-05,-47.21,8.671,0.001296
3.7e-13,200,2.5e-05,-56.45,8.777,0.001282
3.7e-13,200,2.6e-05,-43.92,8.894,0.001261
3.7e-13,200,2.7e-05,-39.43,9.022,0.001246
3.7e-13,200,2.8e-05,-36.22,9.161,0.00123
3.7e-13,200,2.9e-05,-34.55,9.314,0.00121
3.7e-13,200,3e-05,-33.01,9.484,0.00119
3.7e-13,210,2e-05,-33.45,8.25,0.001361
3.7e-13,210,1e-05,-5.882,8.168,0.001383
3.7e-13,210,1.1e-05,-14.15,8.094,0.001393
3.7e-13,210,1.2e-05,-17.43,8.048,0.001403
3.7e-13,210,1.3e-05,-15.83,8.024,0.001402
3.7e-13,210,1.4e-05,-21.11,8.019,0.001402
3.7e-13,210,1.5e-05,-27.26,8.029,0.001405
3.7e-13,210,1.6e-05,-27.57,8.052,0.001397
3.7e-13,210,1.7e-05,-28.83,8.087,0.001389
3.7e-13,210,1.8e-05,-29.73,8.132,0.001383
3.7e-13,210,1.9e-05,-31.34,8.187,0.001372
3.7e-13,210,2.1e-05,-34.79,8.323,0.001348
3.7e-13,210,2.2e-05,-38.19,8.403,0.001335
3.7e-13,210,2.3e-05,-41.82,8.492,0.001321
3.7e-13,210,2.4e-05,-47.94,8.591,0.001312
3.7e-13,210,2.5e-05,-54.25,8.697,0.001291
3.7e-13,210,2.6e-05,-43.43,8.815,0.001275
3.7e-13,210,2.7e-05,-39.15,8.943,0.001259
3.7e-13,210,2.8e-05,-36.04,9.081,0.001243
3.7e-13,210,2.9e-05,-34.4,9.235,0.001221
3.7e-13,210,3e-05,-32.89,9.404,0.0012
3.7e-13,220,2e-05,-33.57,8.175,0.001373
3.7e-13,220,1e-05,-5.908,8.082,0.001394
3.7e-13,220,1.1e-05,-14.19,8.009,0.001408
3.7e-13,220,1.2e-05,-17.43,7.965,0.001414
3.7e-13,220,1.3e-05,-15.83,7.943,0.001415
3.7e-13,220,1.4e-05,-21.13,7.939,0.001416
3.7e-13,220,1.5e-05,-27.3,7.95,0.001415
3.7e-13,220,1.6e-05,-27.62,7.974,0.001412
3.7e-13,220,1.7e-05,-28.9,8.009,0.001404
3.7e-13,220,1.8e-05,-29.8,8.056,0.001395
3.7e-13,220,1.9e-05,-31.44,8.111,0.001384
3.7e-13,220,2.1e-05,-34.93,8.248,0.001361
3.7e-13,220,2.2e-05,-38.4,8.329,0.001348
3.7e-13,220,2.3e-05,-42.1,8.418,0.001331
3.7e-13,220,2.4e-05,-46.96,8.517,0.001321
3.7e-13,220,2.5e-05,-52.79,8.624,0.001304
3.7e-13,220,2.6e-05,-43.01,8.741,0.001284
3.7e-13,220,2.7e-05,-38.91,8.869,0.00127
3.7e-13,220,2.8e-05,-35.87,9.007,0.001251
3.7e-13,220,2.9e-05,-34.27,9.161,0.001231
3.7e-13,220,3e-05,-32.78,9.33,0.001215
3.7e-13,230,2e-05,-33.68,8.105,0.001383
3.7e-13,230,1e-05,-5.931,8.001,0.001406
3.7e-13,230,1.1e-05,-14.23,7.931,0.001419
3.7e-13,230,1.2e-05,-17.44,7.888,0.001427
3.7e-13,230,1.3e-05,-15.83,7.867,0.001427
3.7e-13,230,1.4e-05,-21.16,7.864,0.001427
3.7e-13,230,1.5e-05,-27.35,7.876,0.001424
3.7e-13,230,1.6e-05,-27.67,7.901,0.001421
3.7e-13,230,1.7e-05,-28.96,7.938,0.001412
3.7e-13,230,1.8e-05,-29.87,7.985,0.001404
3.7e-13,230,1.9e-05,-31.52,8.04,0.001393
3.7e-13,230,2.1e-05,-35.07,8.179,0.001372
3.7e-13,230,2.2e-05,-38.59,8.26,0.001356
3.7e-13,230,2.3e-05,-42.36,8.35,0.001341
3.7e-13,230,2.4e-05,-48.21,8.449,0.001331
3.7e-13,230,2.5e-05,-51.62,8.555,0.001314
3.7e-13,230,2.6e-05,-42.63,8.673,0.001291
3.7e-13,230,2.7e-05,-38.68,8.801,0.00128
3.7e-13,230,2.8e-05,-35.72,8.939,0.001263
3.7e-13,230,2.9e-05,-34.15,9.092,0.00124
3.7e-13,230,3e-05,-32.68,9.261,0.001217
3.7e-13,240,2e-05,-33.78,8.04,0.001393
3.7e-13,240,1e-05,-5.953,7.926,0.001417
3.7e-13,240,1.1e-05,-14.27,7.857,0.00143
3.7e-13,240,1.2e-05,-17.44,7.816,0.001438
3.7e-13,240,1.3e-05,-15.83,7.796,0.001439
3.7e-13,240,1.4e-05,-21.18,7.794,0.001439
3.7e-13,240,1.5e-05,-27.39,7.808,0.001435
3.7e-13,240,1.6e-05,-27.71,7.834,0.001432
3.7e-13,240,1.7e-05,-29.0,7.871,0.001422
3.7e-13,240,1.8e-05,-29.94,7.918,0.001416
3.7e-13,240,1.9e-05,-31.6,7.975,0.001406
3.7e-13,240,2.1e-05,-35.19,8.114,0.001379
3.7e-13,240,2.2e-05,-38.77,8.196,0.001365
3.7e-13,240,2.3e-05,-42.59,8.286,0.001353
3.7e-13,240,2.4e-05,-48.58,8.385,0.001341
3.7e-13,240,2.5e-05,-50.64,8.492,0.001324
3.7e-13,240,2.6e-05,-42.29,8.609,0.001303
3.7e-13,240,2.7e-05,-38.46,8.737,0.001283
3.7e-13,240,2.8e-05,-35.58,8.875,0.001271
3.7e-13,240,2.9e-05,-34.03,9.028,0.001249
