C,R,WN,ConversionGain,NoiseFigure,VoltageSwing
1.9e-11,24000.0,2.15e-05,-8.24,6.368,0.00306
1.9e-11,24000.0,2.2e-05,-8.15,6.296,0.00309
1.9e-11,24000.0,2.25e-05,-8.07,6.227,0.00311
1.9e-11,24000.0,2.3e-05,-7.98,6.163,0.00314
1.9e-11,24000.0,2.35e-05,-7.9,6.102,0.00315
1.9e-11,24000.0,2.4e-05,-7.82,6.046,0.00317
1.9e-11,24000.0,2.45e-05,-7.74,5.981,0.00319
1.9e-11,24000.0,2.5e-05,-7.66,5.936,0.0032
1.9e-11,24000.0,2.55e-05,-7.59,5.898,0.00321
1.9e-11,24000.0,2.6e-05,-7.52,5.867,0.00322
1.9e-11,24000.0,2.65e-05,-7.45,5.842,0.00323
1.9e-11,24000.0,2.7e-05,-7.38,5.826,0.00324
1.9e-11,24000.0,2.75e-05,-7.32,5.819,0.00324
1.9e-11,24000.0,2.8e-05,-7.27,5.821,0.00324
1.9e-11,24000.0,2.85e-05,-7.22,5.83,0.00324
1.9e-11,24000.0,2.9e-05,-7.19,5.842,0.00324
1.9e-11,24000.0,2.95e-05,-7.17,5.854,0.00324
1.9e-11,25000.0,1e-05,-10.86,8.417,0.00204
1.9e-11,25000.0,5e-06,-12.23,8.813,0.00134
1.9e-11,25000.0,5.5e-06,-11.9,8.676,0.00142
1.9e-11,25000.0,6e-06,-11.62,8.556,0.0015
1.9e-11,25000.0,6.5e-06,-11.4,8.457,0.00157
1.9e-11,25000.0,7e-06,-11.24,8.403,0.00165
1.9e-11,25000.0,7.5e-06,-11.12,8.366,0.00172
1.9e-11,25000.0,8e-06,-11.05,8.371,0.00179
1.9e-11,25000.0,8.5e-06,-11.01,8.391,0.00185
1.9e-11,25000.0,9e-06,-10.98,8.414,0.00192
1.9e-11,25000.0,9.5e-06,-10.94,8.427,0.00198
1.9e-11,25000.0,1.05e-05,-10.68,8.362,0.00211
1.9e-11,25000.0,1.1e-05,-10.47,8.267,0.00216
1.9e-11,25000.0,1.15e-05,-10.3,8.134,0.00222
1.9e-11,25000.0,1.2e-05,-10.14,7.986,0.00228
1.9e-11,25000.0,1.25e-05,-10.03,7.867,0.00233
1.9e-11,25000.0,1.3e-05,-10.0,7.84,0.00239
1.9e-11,25000.0,1.35e-05,-10.0,7.839,0.00244
1.9e-11,25000.0,1.4e-05,-9.98,7.829,0.00249
1.9e-11,25000.0,1.45e-05,-9.94,7.792,0.00254
1.9e-11,25000.0,1.5e-05,-9.86,7.729,0.00258
1.9e-11,25000.0,1.55e-05,-9.78,7.644,0.00263
1.9e-11,25000.0,1.6e-05,-9.67,7.55,0.00267
1.9e-11,25000.0,1.65e-05,-9.52,7.451,0.00272
1.9e-11,25000.0,1.7e-05,-9.31,7.338,0.00276
1.9e-11,25000.0,1.75e-05,-9.08,7.196,0.0028
1.9e-11,25000.0,1.8e-05,-8.9,7.074,0.00284
1.9e-11,25000.0,1.85e-05,-8.78,6.937,0.00287
1.9e-11,25000.0,1.9e-05,-8.68,6.804,0.00291
1.9e-11,25000.0,1.95e-05,-8.59,6.693,0.00294
1.9e-11,25000.0,2e-05,-8.51,6.6,0.00298
1.9e-11,25000.0,2.05e-05,-8.42,6.517,0.00301
1.9e-11,25000.0,2.1e-05,-8.33,6.44,0.00304
1.9e-11,25000.0,2.15e-05,-8.24,6.367,0.00306
1.9e-11,25000.0,2.2e-05,-8.15,6.295,0.00309
1.9e-11,25000.0,2.25e-05,-8.06,6.226,0.00311
1.9e-11,25000.0,2.3e-05,-7.98,6.162,0.00313
1.9e-11,25000.0,2.35e-05,-7.9,6.101,0.00315
1.9e-11,25000.0,2.4e-05,-7.82,6.045,0.00317
1.9e-11,25000.0,2.45e-05,-7.74,5.98,0.00319
1.9e-11,25000.0,2.5e-05,-7.66,5.935,0.0032
1.9e-11,25000.0,2.55e-05,-7.59,5.897,0.00321
1.9e-11,25000.0,2.6e-05,-7.52,5.866,0.00322
1.9e-11,25000.0,2.65e-05,-7.45,5.841,0.00323
1.9e-11,25000.0,2.7e-05,-7.38,5.825,0.00324
1.9e-11,25000.0,2.75e-05,-7.32,5.818,0.00324
1.9e-11,25000.0,2.8e-05,-7.27,5.82,0.00324
1.9e-11,25000.0,2.85e-05,-7.22,5.829,0.00324
1.9e-11,25000.0,2.9e-05,-7.19,5.841,0.00324
1.9e-11,25000.0,2.95e-05,-7.17,5.853,0.00324
1.9e-11,26000.0,1e-05,-10.86,8.416,0.00204
1.9e-11,26000.0,5e-06,-12.23,8.811,0.00134
1.9e-11,26000.0,5.5e-06,-11.9,8.675,0.00142
1.9e-11,26000.0,6e-06,-11.62,8.555,0.0015
1.9e-11,26000.0,6.5e-06,-11.4,8.456,0.00157
1.9e-11,26000.0,7e-06,-11.24,8.401,0.00165
1.9e-11,26000.0,7.5e-06,-11.12,8.364,0.00172
1.9e-11,26000.0,8e-06,-11.05,8.369,0.00179
1.9e-11,26000.0,8.5e-06,-11.01,8.39,0.00185
1.9e-11,26000.0,9e-06,-10.98,8.413,0.00192
1.9e-11,26000.0,9.5e-06,-10.94,8.426,0.00198
1.9e-11,26000.0,1.05e-05,-10.68,8.361,0.00211
1.9e-11,26000.0,1.1e-05,-10.47,8.266,0.00216
1.9e-11,26000.0,1.15e-05,-10.3,8.133,0.00222
1.9e-11,26000.0,1.2e-05,-10.14,7.985,0.00228
1.9e-11,26000.0,1.25e-05,-10.03,7.866,0.00233
1.9e-11,26000.0,1.3e-05,-10.0,7.839,0.00239
1.9e-11,26000.0,1.35e-05,-10.0,7.838,0.00244
1.9e-11,26000.0,1.4e-05,-9.98,7.828,0.00249
1.9e-11,26000.0,1.45e-05,-9.94,7.791,0.00254
1.9e-11,26000.0,1.5e-05,-9.86,7.728,0.00258
1.9e-11,26000.0,1.55e-05,-9.78,7.643,0.00263
1.9e-11,26000.0,1.6e-05,-9.67,7.549,0.00267
1.9e-11,26000.0,1.65e-05,-9.52,7.45,0.00272
1.9e-11,26000.0,1.7e-05,-9.31,7.337,0.00276
1.9e-11,26000.0,1.75e-05,-9.08,7.195,0.0028
1.9e-11,26000.0,1.8e-05,-8.9,7.073,0.00284
1.9e-11,26000.0,1.9e-05,-8.68,6.803,0.00291
1.9e-11,26000.0,1.95e-05,-8.59,6.692,0.00294
1.9e-11,26000.0,2e-05,-8.51,6.599,0.00298
1.9e-11,26000.0,2.05e-05,-8.42,6.516,0.00301
1.9e-11,26000.0,2.1e-05,-8.33,6.439,0.00304
1.9e-11,26000.0,2.15e-05,-8.24,6.366,0.00306
1.9e-11,26000.0,2.2e-05,-8.15,6.294,0.00309
1.9e-11,26000.0,2.3e-05,-7.98,6.161,0.00314
1.9e-11,26000.0,2.35e-05,-7.9,6.1,0.00315
1.9e-11,26000.0,2.4e-05,-7.81,6.044,0.00317
1.9e-11,26000.0,2.45e-05,-7.74,5.979,0.00319
1.9e-11,26000.0,2.5e-05,-7.66,5.934,0.0032
1.9e-11,26000.0,2.55e-05,-7.59,5.896,0.00321
1.9e-11,26000.0,2.6e-05,-7.51,5.865,0.00322
1.9e-11,26000.0,2.65e-05,-7.45,5.84,0.00323
1.9e-11,26000.0,2.7e-05,-7.38,5.824,0.00324
1.9e-11,26000.0,2.8e-05,-7.26,5.819,0.00324
1.9e-11,26000.0,2.85e-05,-7.22,5.828,0.00324
1.9e-11,26000.0,2.9e-05,-7.19,5.84,0.00324
1.9e-11,26000.0,2.95e-05,-7.16,5.853,0.00324
1.9e-11,27000.0,1e-05,-10.86,8.415,0.00204
1.9e-11,27000.0,5e-06,-12.23,8.81,0.00134
1.9e-11,27000.0,5.5e-06,-11.9,8.673,0.00142
1.9e-11,27000.0,6e-06,-11.62,8.553,0.0015
1.9e-11,27000.0,6.5e-06,-11.39,8.454,0.00157
1.9e-11,27000.0,7e-06,-11.24,8.4,0.00165
1.9e-11,27000.0,7.5e-06,-11.11,8.363,0.00172
1.9e-11,27000.0,8e-06,-11.05,8.368,0.00179
1.9e-11,27000.0,8.5e-06,-11.01,8.389,0.00185
1.9e-11,27000.0,9e-06,-10.98,8.412,0.00192
1.9e-11,27000.0,9.5e-06,-10.94,8.425,0.00198
1.9e-11,27000.0,1.05e-05,-10.68,8.36,0.00211
1.9e-11,27000.0,1.1e-05,-10.47,8.265,0.00216
1.9e-11,27000.0,1.15e-05,-10.3,8.132,0.00222
1.9e-11,27000.0,1.2e-05,-10.14,7.984,0.00228
1.9e-11,27000.0,1.25e-05,-10.03,7.865,0.00233
1.9e-11,27000.0,1.3e-05,-10.0,7.838,0.00239
1.9e-11,27000.0,1.4e-05,-9.98,7.827,0.00249
1.9e-11,27000.0,1.45e-05,-9.94,7.79,0.00254
1.9e-11,27000.0,1.5e-05,-9.86,7.727,0.00258
1.9e-11,27000.0,1.55e-05,-9.78,7.642,0.00263
1.9e-11,27000.0,1.6e-05,-9.67,7.548,0.00267
1.9e-11,27000.0,1.65e-05,-9.51,7.45,0.00272
1.9e-11,27000.0,1.7e-05,-9.31,7.336,0.00276
1.9e-11,27000.0,1.75e-05,-9.08,7.194,0.0028
1.9e-11,27000.0,1.8e-05,-8.9,7.072,0.00284
1.9e-11,27000.0,1.85e-05,-8.78,6.936,0.00287
1.9e-11,27000.0,1.95e-05,-8.59,6.691,0.00294
1.9e-11,27000.0,2e-05,-8.51,6.598,0.00298
1.9e-11,27000.0,2.1e-05,-8.33,6.438,0.00304
1.9e-11,27000.0,2.15e-05,-8.24,6.365,0.00306
1.9e-11,27000.0,2.2e-05,-8.15,6.293,0.00309
1.9e-11,27000.0,2.25e-05,-8.06,6.225,0.00311
1.9e-11,27000.0,2.3e-05,-7.98,6.16,0.00314
1.9e-11,27000.0,2.35e-05,-7.9,6.099,0.00316
1.9e-11,27000.0,2.4e-05,-7.81,6.043,0.00317
1.9e-11,27000.0,2.45e-05,-7.73,5.978,0.00319
1.9e-11,27000.0,2.5e-05,-7.66,5.933,0.0032
1.9e-11,27000.0,2.55e-05,-7.59,5.895,0.00321
1.9e-11,27000.0,2.6e-05,-7.51,5.864,0.00322
1.9e-11,27000.0,2.75e-05,-7.32,5.817,0.00324
1.9e-11,27000.0,2.85e-05,-7.22,5.827,0.00324
1.9e-11,27000.0,2.9e-05,-7.19,5.839,0.00324
1.9e-11,27000.0,2.95e-05,-7.16,5.852,0.00324
1.9e-11,28000.0,1e-05,-10.86,8.414,0.00205
1.9e-11,28000.0,5e-06,-12.23,8.808,0.00134
1.9e-11,28000.0,5.5e-06,-11.9,8.672,0.00142
1.9e-11,28000.0,6e-06,-11.62,8.552,0.0015
1.9e-11,28000.0,6.5e-06,-11.39,8.453,0.00157
1.9e-11,28000.0,7e-06,-11.24,8.399,0.00165
1.9e-11,28000.0,7.5e-06,-11.11,8.362,0.00172
1.9e-11,28000.0,8e-06,-11.05,8.367,0.00179
1.9e-11,28000.0,8.5e-06,-11.01,8.388,0.00185
1.9e-11,28000.0,9e-06,-10.97,8.411,0.00192
1.9e-11,28000.0,9.5e-06,-10.94,8.424,0.00198
1.9e-11,28000.0,1.05e-05,-10.68,8.359,0.00211
1.9e-11,28000.0,1.1e-05,-10.47,8.264,0.00216
1.9e-11,28000.0,1.15e-05,-10.3,8.131,0.00222
1.9e-11,28000.0,1.2e-05,-10.14,7.983,0.00228
1.9e-11,28000.0,1.3e-05,-10.0,7.837,0.00239
1.9e-11,28000.0,1.35e-05,-10.0,7.837,0.00244
1.9e-11,28000.0,1.4e-05,-9.98,7.826,0.00249
1.9e-11,28000.0,1.45e-05,-9.94,7.789,0.00254
1.9e-11,28000.0,1.55e-05,-9.78,7.641,0.00263
1.9e-11,28000.0,1.65e-05,-9.51,7.449,0.00272
1.9e-11,28000.0,1.8e-05,-8.9,7.071,0.00284
1.9e-11,28000.0,1.85e-05,-8.78,6.935,0.00287
1.9e-11,28000.0,1.9e-05,-8.68,6.802,0.00291
1.9e-11,28000.0,1.95e-05,-8.59,6.69,0.00294
1.9e-11,28000.0,2e-05,-8.5,6.598,0.00298
1.9e-11,28000.0,2.05e-05,-8.42,6.515,0.00301
1.9e-11,28000.0,2.25e-05,-8.06,6.224,0.00311
1.9e-11,28000.0,2.3e-05,-7.98,6.159,0.00314
1.9e-11,28000.0,2.35e-05,-7.89,6.099,0.00316
1.9e-11,28000.0,2.4e-05,-7.81,6.042,0.00317
1.9e-11,28000.0,2.55e-05,-7.58,5.895,0.00321
1.9e-11,28000.0,2.6e-05,-7.51,5.863,0.00322
1.9e-11,28000.0,2.65e-05,-7.45,5.839,0.00323
1.9e-11,28000.0,2.7e-05,-7.38,5.823,0.00324
1.9e-11,28000.0,2.75e-05,-7.32,5.816,0.00324
1.9e-11,28000.0,2.8e-05,-7.26,5.818,0.00324
1.9e-11,28000.0,2.95e-05,-7.16,5.851,0.00324
1.9e-11,29000.0,1e-05,-10.86,8.413,0.00204
1.9e-11,29000.0,5e-06,-12.23,8.807,0.00134
1.9e-11,29000.0,5.5e-06,-11.9,8.671,0.00142
1.9e-11,29000.0,6e-06,-11.62,8.551,0.0015
1.9e-11,29000.0,6.5e-06,-11.39,8.452,0.00157
1.9e-11,29000.0,7e-06,-11.23,8.398,0.00165
1.9e-11,29000.0,7.5e-06,-11.11,8.361,0.00172
1.9e-11,29000.0,8e-06,-11.05,8.366,0.00179
1.9e-11,29000.0,8.5e-06,-11.01,8.387,0.00185
1.9e-11,29000.0,9e-06,-10.97,8.41,0.00192
1.9e-11,29000.0,9.5e-06,-10.94,8.423,0.00198
1.9e-11,29000.0,1.05e-05,-10.68,8.358,0.00211
1.9e-11,29000.0,1.1e-05,-10.47,8.263,0.00216
1.9e-11,29000.0,1.15e-05,-10.3,8.13,0.00222
1.9e-11,29000.0,1.2e-05,-10.14,7.982,0.00228
1.9e-11,29000.0,1.25e-05,-10.03,7.864,0.00233
1.9e-11,29000.0,1.3e-05,-10.0,7.836,0.00239
1.9e-11,29000.0,1.35e-05,-10.0,7.836,0.00244
1.9e-11,29000.0,1.4e-05,-9.98,7.825,0.00249
1.9e-11,29000.0,1.45e-05,-9.93,7.789,0.00254
1.9e-11,29000.0,1.5e-05,-9.86,7.726,0.00258
1.9e-11,29000.0,1.6e-05,-9.67,7.547,0.00267
1.9e-11,29000.0,1.65e-05,-9.51,7.448,0.00272
1.9e-11,29000.0,1.7e-05,-9.31,7.335,0.00276
1.9e-11,29000.0,1.75e-05,-9.07,7.193,0.0028
1.9e-11,29000.0,1.85e-05,-8.78,6.934,0.00287
1.9e-11,29000.0,1.9e-05,-8.68,6.801,0.00291
1.9e-11,29000.0,2e-05,-8.5,6.597,0.00298
1.9e-11,29000.0,2.05e-05,-8.42,6.514,0.00301
1.9e-11,29000.0,2.1e-05,-8.33,6.437,0.00304
1.9e-11,29000.0,2.15e-05,-8.24,6.364,0.00306
1.9e-11,29000.0,2.2e-05,-8.15,6.292,0.00309
1.9e-11,29000.0,2.25e-05,-8.06,6.223,0.00311
1.9e-11,29000.0,2.35e-05,-7.89,6.098,0.00316
1.9e-11,29000.0,2.45e-05,-7.73,5.977,0.00319
1.9e-11,29000.0,2.5e-05,-7.66,5.932,0.0032
1.9e-11,29000.0,2.55e-05,-7.58,5.894,0.00321
1.9e-11,29000.0,2.65e-05,-7.45,5.838,0.00323
1.9e-11,29000.0,2.7e-05,-7.38,5.822,0.00324
1.9e-11,29000.0,2.75e-05,-7.32,5.815,0.00324
1.9e-11,29000.0,2.8e-05,-7.26,5.817,0.00324
1.9e-11,29000.0,2.85e-05,-7.22,5.826,0.00324
1.9e-11,29000.0,2.9e-05,-7.19,5.838,0.00325
1.9e-11,30000.0,1e-05,-10.86,8.412,0.00204
1.9e-11,30000.0,5e-06,-12.23,8.805,0.00134
1.9e-11,30000.0,5.5e-06,-11.9,8.669,0.00142
1.9e-11,30000.0,6e-06,-11.62,8.549,0.0015
1.9e-11,30000.0,6.5e-06,-11.39,8.451,0.00157
1.9e-11,30000.0,7e-06,-11.23,8.397,0.00165
1.9e-11,30000.0,7.5e-06,-11.11,8.36,0.00172
1.9e-11,30000.0,8e-06,-11.05,8.365,0.00179
1.9e-11,30000.0,8.5e-06,-11.01,8.386,0.00185
1.9e-11,30000.0,9e-06,-10.97,8.409,0.00192
1.9e-11,30000.0,9.5e-06,-10.94,8.422,0.00198
1.9e-11,30000.0,1.1e-05,-10.47,8.262,0.00216
1.9e-11,30000.0,1.15e-05,-10.3,8.129,0.00222
1.9e-11,30000.0,1.2e-05,-10.14,7.981,0.00228
1.9e-11,30000.0,1.25e-05,-10.03,7.863,0.00233
1.9e-11,30000.0,1.3e-05,-10.0,7.835,0.00239
1.9e-11,30000.0,1.35e-05,-10.0,7.835,0.00244
1.9e-11,30000.0,1.45e-05,-9.93,7.788,0.00254
1.9e-11,30000.0,1.5e-05,-9.86,7.725,0.00258
1.9e-11,30000.0,1.55e-05,-9.78,7.64,0.00263
1.9e-11,30000.0,1.6e-05,-9.66,7.546,0.00267
1.9e-11,30000.0,1.65e-05,-9.51,7.447,0.00272
1.9e-11,30000.0,1.7e-05,-9.3,7.334,0.00276
1.9e-11,30000.0,1.75e-05,-9.07,7.192,0.0028
1.9e-11,30000.0,1.8e-05,-8.9,7.07,0.00284
1.9e-11,30000.0,1.95e-05,-8.59,6.689,0.00294
1.9e-11,30000.0,2e-05,-8.5,6.596,0.00298
1.9e-11,30000.0,2.1e-05,-8.33,6.436,0.00304
1.9e-11,30000.0,2.15e-05,-8.23,6.363,0.00306
1.9e-11,30000.0,2.2e-05,-8.15,6.291,0.00309
1.9e-11,30000.0,2.3e-05,-7.98,6.158,0.00314
1.9e-11,30000.0,2.35e-05,-7.89,6.097,0.00316
1.9e-11,30000.0,2.4e-05,-7.81,6.041,0.00317
1.9e-11,30000.0,2.45e-05,-7.73,5.976,0.00319
1.9e-11,30000.0,2.5e-05,-7.66,5.931,0.0032
1.9e-11,30000.0,2.55e-05,-7.58,5.893,0.00321
1.9e-11,30000.0,2.6e-05,-7.51,5.862,0.00322
1.9e-11,30000.0,2.65e-05,-7.44,5.838,0.00323
1.9e-11,30000.0,2.85e-05,-7.22,5.825,0.00324
1.9e-11,30000.0,2.9e-05,-7.19,5.837,0.00325
1.9e-11,30000.0,2.95e-05,-7.16,5.85,0.00324
2e-11,5000.0,1e-05,-11.07,8.533,0.00197
2e-11,5000.0,5e-06,-12.48,8.995,0.00129
2e-11,5000.0,5.5e-06,-12.14,8.846,0.00137
2e-11,5000.0,6e-06,-11.86,8.716,0.00144
2e-11,5000.0,6.5e-06,-11.63,8.608,0.00152
2e-11,5000.0,7e-06,-11.47,8.546,0.00159
2e-11,5000.0,7.5e-06,-11.34,8.503,0.00165
2e-11,5000.0,8e-06,-11.27,8.503,0.00172
2e-11,5000.0,8.5e-06,-11.23,8.519,0.00178
2e-11,5000.0,9e-06,-11.19,8.537,0.00185
2e-11,5000.0,9.5e-06,-11.15,8.546,0.00191
2e-11,5000.0,1.05e-05,-10.89,8.474,0.00203
2e-11,5000.0,1.1e-05,-10.68,8.376,0.00208
2e-11,5000.0,1.15e-05,-10.5,8.24,0.00214
2e-11,5000.0,1.2e-05,-10.35,8.091,0.00219
2e-11,5000.0,1.25e-05,-10.24,7.971,0.00224
2e-11,5000.0,1.3e-05,-10.2,7.941,0.00229
2e-11,5000.0,1.35e-05,-10.19,7.938,0.00234
2e-11,5000.0,1.4e-05,-10.17,7.926,0.00239
2e-11,5000.0,1.45e-05,-10.13,7.888,0.00244
2e-11,5000.0,1.5e-05,-10.05,7.824,0.00248
2e-11,5000.0,1.55e-05,-9.97,7.737,0.00253
2e-11,5000.0,1.6e-05,-9.85,7.643,0.00257
2e-11,5000.0,1.65e-05,-9.7,7.543,0.00261
2e-11,5000.0,1.7e-05,-9.49,7.429,0.00265
2e-11,5000.0,1.75e-05,-9.27,7.285,0.00269
2e-11,5000.0,1.8e-05,-9.09,7.162,0.00273
2e-11,5000.0,1.85e-05,-8.97,7.026,0.00276
2e-11,5000.0,1.9e-05,-8.87,6.893,0.0028
2e-11,5000.0,1.95e-05,-8.78,6.781,0.00283
2e-11,5000.0,2e-05,-8.69,6.688,0.00286
2e-11,5000.0,2.05e-05,-8.6,6.605,0.00289
2e-11,5000.0,2.1e-05,-8.51,6.528,0.00292
2e-11,5000.0,2.15e-05,-8.42,6.454,0.00295
2e-11,5000.0,2.2e-05,-8.34,6.382,0.00297
2e-11,5000.0,2.25e-05,-8.25,6.313,0.00299
2e-11,5000.0,2.3e-05,-8.16,6.248,0.00302
2e-11,5000.0,2.35e-05,-8.08,6.187,0.00304
2e-11,5000.0,2.4e-05,-8.0,6.131,0.00305
2e-11,5000.0,2.45e-05,-7.92,6.066,0.00307
2e-11,5000.0,2.5e-05,-7.85,6.021,0.00308
2e-11,5000.0,2.55e-05,-7.77,5.983,0.00309
2e-11,5000.0,2.6e-05,-7.7,5.951,0.0031
2e-11,5000.0,2.65e-05,-7.64,5.927,0.00311
2e-11,5000.0,2.7e-05,-7.57,5.91,0.00311
2e-11,5000.0,2.75e-05,-7.51,5.903,0.00312
2e-11,5000.0,2.8e-05,-7.46,5.904,0.00312
2e-11,5000.0,2.85e-05,-7.41,5.911,0.00312
2e-11,5000.0,2.9e-05,-7.38,5.923,0.00312
2e-11,5000.0,2.95e-05,-7.36,5.935,0.00312
2e-11,1000.0,1e-05,-11.33,9.071,0.00194
2e-11,1000.0,5e-06,-12.75,9.805,0.00126
2e-11,1000.0,5.5e-06,-12.41,9.608,0.00134
2e-11,1000.0,6e-06,-12.13,9.436,0.00142
2e-11,1000.0,6.5e-06,-11.9,9.295,0.00149
2e-11,1000.0,7e-06,-11.74,9.204,0.00156
2e-11,1000.0,7.5e-06,-11.61,9.135,0.00163
2e-11,1000.0,8e-06,-11.54,9.112,0.00169
2e-11,1000.0,8.5e-06,-11.49,9.108,0.00176
2e-11,1000.0,9e-06,-11.45,9.108,0.00182
2e-11,1000.0,9.5e-06,-11.42,9.101,0.00188
2e-11,1000.0,1.05e-05,-11.15,8.996,0.002
2e-11,1000.0,1.1e-05,-10.94,8.883,0.00205
2e-11,1000.0,1.15e-05,-10.77,8.739,0.00211
2e-11,1000.0,1.2e-05,-10.61,8.583,0.00216
2e-11,1000.0,1.25e-05,-10.5,8.456,0.00221
2e-11,1000.0,1.3e-05,-10.46,8.419,0.00227
2e-11,1000.0,1.35e-05,-10.45,8.408,0.00232
2e-11,1000.0,1.4e-05,-10.43,8.388,0.00236
2e-11,1000.0,1.45e-05,-10.38,8.342,0.00241
2e-11,1000.0,1.5e-05,-10.31,8.272,0.00245
2e-11,1000.0,1.55e-05,-10.22,8.182,0.0025
2e-11,1000.0,1.6e-05,-10.11,8.083,0.00254
2e-11,1000.0,1.65e-05,-9.95,7.978,0.00258
2e-11,1000.0,1.7e-05,-9.75,7.859,0.00262
2e-11,1000.0,1.75e-05,-9.52,7.711,0.00266
2e-11,1000.0,1.8e-05,-9.35,7.585,0.0027
2e-11,1000.0,1.85e-05,-9.22,7.449,0.00273
2e-11,1000.0,1.9e-05,-9.12,7.318,0.00276
2e-11,1000.0,1.95e-05,-9.03,7.205,0.0028
2e-11,1000.0,2e-05,-8.94,7.11,0.00283
2e-11,1000.0,2.05e-05,-8.85,7.025,0.00286
2e-11,1000.0,2.1e-05,-8.76,6.945,0.00289
2e-11,1000.0,2.15e-05,-8.67,6.869,0.00291
2e-11,1000.0,2.2e-05,-8.59,6.795,0.00294
2e-11,1000.0,2.25e-05,-8.5,6.725,0.00296
2e-11,1000.0,2.3e-05,-8.41,6.66,0.00298
2e-11,1000.0,2.35e-05,-8.33,6.598,0.003
2e-11,1000.0,2.4e-05,-8.25,6.541,0.00302
2e-11,1000.0,2.45e-05,-8.17,6.476,0.00303
2e-11,1000.0,2.5e-05,-8.1,6.43,0.00304
2e-11,1000.0,2.55e-05,-8.03,6.391,0.00305
2e-11,1000.0,2.6e-05,-7.96,6.358,0.00306
2e-11,1000.0,2.65e-05,-7.89,6.332,0.00307
2e-11,1000.0,2.7e-05,-7.82,6.312,0.00308
2e-11,1000.0,2.75e-05,-7.76,6.302,0.00308
2e-11,1000.0,2.8e-05,-7.71,6.299,0.00308
2e-11,1000.0,2.85e-05,-7.67,6.303,0.00308
2e-11,1000.0,2.9e-05,-7.63,6.311,0.00308
2e-11,1000.0,2.95e-05,-7.61,6.32,0.00308
2e-11,2000.0,1e-05,-11.17,8.742,0.00196
2e-11,2000.0,5e-06,-12.58,9.317,0.00128
2e-11,2000.0,5.5e-06,-12.25,9.147,0.00136
2e-11,2000.0,6e-06,-11.96,9.0,0.00143
2e-11,2000.0,6.5e-06,-11.73,8.878,0.00151
2e-11,2000.0,7e-06,-11.57,8.805,0.00158
2e-11,2000.0,7.5e-06,-11.44,8.751,0.00164
2e-11,2000.0,8e-06,-11.37,8.741,0.00171
2e-11,2000.0,8.5e-06,-11.33,8.749,0.00177
2e-11,2000.0,9e-06,-11.29,8.76,0.00184
2e-11,2000.0,9.5e-06,-11.25,8.763,0.0019
2e-11,2000.0,1.05e-05,-10.99,8.677,0.00201
2e-11,2000.0,1.1e-05,-10.78,8.573,0.00207
2e-11,2000.0,1.15e-05,-10.6,8.434,0.00213
2e-11,2000.0,1.2e-05,-10.45,8.282,0.00218
2e-11,2000.0,1.25e-05,-10.33,8.159,0.00223
2e-11,2000.0,1.3e-05,-10.3,8.126,0.00228
2e-11,2000.0,1.35e-05,-10.29,8.12,0.00233
2e-11,2000.0,1.4e-05,-10.27,8.105,0.00238
2e-11,2000.0,1.45e-05,-10.22,8.064,0.00243
2e-11,2000.0,1.5e-05,-10.15,7.997,0.00247
2e-11,2000.0,1.55e-05,-10.06,7.909,0.00252
2e-11,2000.0,1.6e-05,-9.95,7.813,0.00256
2e-11,2000.0,1.65e-05,-9.8,7.711,0.0026
2e-11,2000.0,1.7e-05,-9.59,7.595,0.00264
2e-11,2000.0,1.75e-05,-9.36,7.45,0.00268
2e-11,2000.0,1.8e-05,-9.19,7.326,0.00271
2e-11,2000.0,1.85e-05,-9.07,7.19,0.00275
2e-11,2000.0,1.9e-05,-8.97,7.057,0.00278
2e-11,2000.0,1.95e-05,-8.87,6.945,0.00282
2e-11,2000.0,2e-05,-8.79,6.851,0.00285
2e-11,2000.0,2.05e-05,-8.7,6.767,0.00288
2e-11,2000.0,2.1e-05,-8.61,6.689,0.00291
2e-11,2000.0,2.15e-05,-8.51,6.614,0.00293
2e-11,2000.0,2.2e-05,-8.43,6.542,0.00296
2e-11,2000.0,2.25e-05,-8.34,6.472,0.00298
2e-11,2000.0,2.3e-05,-8.26,6.407,0.003
2e-11,2000.0,2.35e-05,-8.18,6.346,0.00302
2e-11,2000.0,2.4e-05,-8.1,6.289,0.00304
2e-11,2000.0,2.45e-05,-8.02,6.224,0.00305
2e-11,2000.0,2.5e-05,-7.94,6.179,0.00307
2e-11,2000.0,2.55e-05,-7.87,6.141,0.00308
2e-11,2000.0,2.6e-05,-7.8,6.108,0.00309
2e-11,2000.0,2.65e-05,-7.73,6.083,0.00309
2e-11,2000.0,2.7e-05,-7.67,6.065,0.0031
2e-11,2000.0,2.75e-05,-7.61,6.057,0.0031
2e-11,2000.0,2.8e-05,-7.55,6.056,0.00311
2e-11,2000.0,2.85e-05,-7.51,6.063,0.00311
2e-11,2000.0,2.9e-05,-7.48,6.072,0.00311
2e-11,2000.0,2.95e-05,-7.45,6.083,0.00311
2e-11,3000.0,1e-05,-11.11,8.627,0.00196
2e-11,3000.0,5e-06,-12.53,9.141,0.00128
2e-11,3000.0,5.5e-06,-12.19,8.983,0.00136
2e-11,3000.0,6e-06,-11.91,8.844,0.00144
2e-11,3000.0,6.5e-06,-11.67,8.73,0.00151
2e-11,3000.0,7e-06,-11.51,8.663,0.00158
2e-11,3000.0,7.5e-06,-11.39,8.615,0.00165
